dag,tijd,jaar,gem_intensiteit
Sunday,18:00,2019,932.4193548387096
Sunday,18:00,2020,843.3870967741935
Sunday,18:00,2021,1032.4516129032259
Sunday,18:00,2022,883.8148148148148
Sunday,18:00,2023,605.5483870967741
Sunday,18:00,2024,748.9677419354839
Sunday,19:00,2019,935.6451612903226
Sunday,19:00,2020,753.741935483871
Sunday,19:00,2021,978.0
Sunday,19:00,2022,797.7037037037037
Sunday,19:00,2023,574.8064516129032
Sunday,19:00,2024,674.7741935483871
Sunday,20:00,2019,891.2903225806451
Sunday,20:00,2020,720.6129032258065
Sunday,20:00,2021,921.4516129032259
Sunday,20:00,2022,742.925925925926
Sunday,20:00,2023,537.258064516129
Sunday,20:00,2024,620.6774193548387
Sunday,21:00,2019,664.0967741935484
Sunday,21:00,2020,537.1290322580645
Sunday,21:00,2021,685.4516129032259
Sunday,21:00,2022,547.6296296296297
Sunday,21:00,2023,422.2258064516129
Sunday,21:00,2024,473.48387096774195
Sunday,22:00,2019,461.7096774193548
Sunday,22:00,2020,397.7096774193548
Sunday,22:00,2021,494.9032258064516
Sunday,22:00,2022,438.6666666666667
Sunday,22:00,2023,319.64516129032256
Sunday,22:00,2024,351.96774193548384
Sunday,23:00,2019,296.1290322580645
Sunday,23:00,2020,233.58064516129033
Sunday,23:00,2021,308.7741935483871
Sunday,23:00,2022,425.44444444444446
Sunday,23:00,2023,222.51612903225808
Sunday,23:00,2024,242.09677419354838
Thursday,00:00,2019,176.0
Thursday,00:00,2020,141.16129032258064
Thursday,00:00,2021,172.70967741935485
Thursday,00:00,2022,146.0
Thursday,00:00,2023,129.7741935483871
Thursday,00:00,2024,189.4516129032258
Thursday,01:00,2019,98.45161290322581
Thursday,01:00,2020,80.83870967741936
Thursday,01:00,2021,95.61290322580645
Thursday,01:00,2022,83.81481481481481
Thursday,01:00,2023,75.0
Thursday,01:00,2024,110.12903225806451
Thursday,02:00,2019,66.12903225806451
Thursday,02:00,2020,48.38709677419355
Thursday,02:00,2021,63.87096774193548
Thursday,02:00,2022,65.25925925925925
Thursday,02:00,2023,47.903225806451616
Thursday,02:00,2024,77.16129032258064
Thursday,03:00,2019,63.83870967741935
Thursday,03:00,2020,45.83870967741935
Thursday,03:00,2021,60.54838709677419
Thursday,03:00,2022,66.07407407407408
Thursday,03:00,2023,52.03225806451613
Thursday,03:00,2024,84.93548387096774
Thursday,04:00,2019,111.03225806451613
Thursday,04:00,2020,70.74193548387096
Thursday,04:00,2021,90.93548387096774
Thursday,04:00,2022,89.25925925925925
Thursday,04:00,2023,73.90322580645162
Thursday,04:00,2024,115.54838709677419
Thursday,05:00,2019,307.4516129032258
Thursday,05:00,2020,228.58064516129033
Thursday,05:00,2021,262.4516129032258
Thursday,05:00,2022,235.5185185185185
Thursday,05:00,2023,208.06451612903226
Thursday,05:00,2024,258.7741935483871
Thursday,06:00,2019,1002.4193548387096
Thursday,06:00,2020,830.1935483870968
Thursday,06:00,2021,880.9354838709677
Thursday,06:00,2022,783.2222222222222
Thursday,06:00,2023,725.0322580645161
Thursday,06:00,2024,823.8387096774194
Thursday,07:00,2019,1513.9032258064517
Thursday,07:00,2020,1199.8064516129032
Thursday,07:00,2021,1298.6774193548388
Thursday,07:00,2022,1204.8148148148148
Thursday,07:00,2023,1015.0322580645161
Thursday,07:00,2024,1308.225806451613
Thursday,08:00,2019,1554.8064516129032
Thursday,08:00,2020,1433.516129032258
Thursday,08:00,2021,1563.5806451612902
Thursday,08:00,2022,1353.9259259259259
Thursday,08:00,2023,1068.0645161290322
Thursday,08:00,2024,1392.8387096774193
Thursday,09:00,2019,1274.0967741935483
Thursday,09:00,2020,1122.9354838709678
Thursday,09:00,2021,1238.4193548387098
Thursday,09:00,2022,1129.6666666666667
Thursday,09:00,2023,1029.6451612903227
Thursday,09:00,2024,1152.6451612903227
Thursday,10:00,2019,1095.1612903225807
Thursday,10:00,2020,931.5806451612904
Thursday,10:00,2021,1042.3225806451612
Thursday,10:00,2022,938.6296296296297
Thursday,10:00,2023,883.2258064516129
Thursday,10:00,2024,990.0322580645161
Thursday,11:00,2019,1061.8387096774193
Thursday,11:00,2020,953.2258064516129
Thursday,11:00,2021,1037.4516129032259
Thursday,11:00,2022,909.8518518518518
Thursday,11:00,2023,873.8387096774194
Thursday,11:00,2024,979.258064516129
Thursday,12:00,2019,1158.258064516129
Thursday,12:00,2020,1057.6129032258063
Thursday,12:00,2021,1141.967741935484
Thursday,12:00,2022,1007.0
Thursday,12:00,2023,982.0645161290323
Thursday,12:00,2024,1066.9032258064517
Thursday,13:00,2019,1190.741935483871
Thursday,13:00,2020,1087.967741935484
Thursday,13:00,2021,1201.7096774193549
Thursday,13:00,2022,1044.7407407407406
Thursday,13:00,2023,1027.258064516129
Thursday,13:00,2024,1105.6129032258063
Thursday,14:00,2019,1318.0
Thursday,14:00,2020,1211.9354838709678
Thursday,14:00,2021,1306.8709677419354
Thursday,14:00,2022,1138.0740740740741
Thursday,14:00,2023,1087.225806451613
Thursday,14:00,2024,1175.3548387096773
Thursday,15:00,2019,1515.6451612903227
Thursday,15:00,2020,1377.1935483870968
Thursday,15:00,2021,1492.516129032258
Thursday,15:00,2022,1321.5555555555557
Thursday,15:00,2023,1184.8064516129032
Thursday,15:00,2024,1353.9032258064517
Thursday,16:00,2019,1507.0
Thursday,16:00,2020,1397.032258064516
Thursday,16:00,2021,1483.7096774193549
Thursday,16:00,2022,1324.148148148148
Thursday,16:00,2023,1120.1935483870968
Thursday,16:00,2024,1307.0967741935483
Thursday,17:00,2019,1525.5806451612902
Thursday,17:00,2020,1412.9032258064517
Thursday,17:00,2021,1444.6129032258063
Thursday,17:00,2022,1231.7037037037037
Thursday,17:00,2023,1169.3870967741937
Thursday,17:00,2024,1361.0967741935483
Thursday,18:00,2019,1240.1612903225807
Thursday,18:00,2020,1069.516129032258
Thursday,18:00,2021,1210.6129032258063
Thursday,18:00,2022,1174.962962962963
Thursday,18:00,2023,1081.032258064516
Thursday,18:00,2024,1109.225806451613
Thursday,19:00,2019,906.3870967741935
Thursday,19:00,2020,744.6451612903226
Thursday,19:00,2021,867.2903225806451
Thursday,19:00,2022,801.8888888888889
Thursday,19:00,2023,804.516129032258
Thursday,19:00,2024,874.9354838709677
Thursday,20:00,2019,707.258064516129
Thursday,20:00,2020,587.258064516129
Thursday,20:00,2021,678.5806451612904
Thursday,20:00,2022,625.1851851851852
Thursday,20:00,2023,590.258064516129
Thursday,20:00,2024,768.0322580645161
Thursday,21:00,2019,647.0322580645161
Thursday,21:00,2020,518.1612903225806
Thursday,21:00,2021,608.1290322580645
Thursday,21:00,2022,537.8888888888889
